com.samsung.health.food_info,6307003,7
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
170.0,16.666666,0.0,10.0,0.0,,,fatsecret-3171729,240,170.0,0.0,3.0,2025-07-08 05:29:16.016,2024-09-09 05:52:47.329,1.5,1.0,0.5,2.7777777,Pure Almond Milk - Unsweetened Original(Silk),0.0,,34.615383,30.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,1.0,,4d6854a5-3b07-425a-ad20-6abb0af032d2,1,
74.0,0.12,1.6666666,0.0,18.0,,,fatsecret-64687378,37,191.0,0.2,1.0,2025-07-08 23:32:35.988,2025-07-08 23:32:35.988,0.312,5.17,0.278,2.7222223,Chicken Dumpling,0.25,,0.6,48.0,dumpling,,u104vMWe/c,g,0.233,,com.sec.android.app.shealth,4.2,0.7708333,75a6b60d-90ad-4634-91fd-4196b87c01fa,1,
138.0,4.2,5.1666665,10.0,400.0,,,fatsecret-39866,94,211.0,0.0,15.21,2025-07-08 18:12:08.503,2025-03-12 04:54:20.568,5.536,13.01,1.851,13.5,Scrambled Egg,1.43,,5.4,199.0,eggs,,u104vMWe/c,g,5.784,,com.sec.android.app.shealth,1.96,0.4723618,af622dcd-68d6-436f-a5ff-13fa6f17d737,2,
,0.0,0.0,0.0,20.0,,,fatsecret-83793462,1,790.0,1.0,12.0,2025-07-09 02:33:49.211,2025-07-08 05:32:24.966,,10.0,,0.0,Mozzarella Fries - 4 Pieces(Burger King),2.0,,0.0,240.0,serving,,u104vMWe/c,,4.0,0.0,com.sec.android.app.shealth,24.0,,7031ed2e-f7d9-4fdd-8ca0-d7f447bd943c,1,
90.0,10.0,10.0,10.0,0.0,,,fatsecret-2552900,39,220.0,2.0,4.5,2025-07-09 16:37:32.963,2025-06-06 20:28:19.832,2.0,3.0,1.0,20.0,Reese's Puffs Cereal(Reese's),12.0,12.0,10.0,160.0,serving,,u104vMWe/c,g,0.5,0.0,com.sec.android.app.shealth,29.0,0.24375,1ac651e3-bcfe-42f2-86e1-3a8e954d83dc,1,
170.0,3.0,0.0,25.0,0.0,,,fatsecret-2232212,240,125.0,0.0,2.5,2025-07-09 16:37:32.973,2025-03-08 04:57:05.781,1.5,1.0,0.0,3.8888888,Almond Breeze Vanilla Milk(Blue Diamond),13.0,13.0,45.0,80.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,14.0,,caa083ed-6cba-42e6-a237-e8f7267f87c9,1,
399.0,2.52,6.8333335,0.0,157.0,,,fatsecret-5070,242,1421.0,1.9,16.99,2025-07-10 00:11:58.499,2025-07-10 00:11:58.499,6.437,19.75,1.718,19.11111,Pasta with Cheese and Meat Sauce,3.58,,14.0,361.0,cup,,u104vMWe/c,g,7.219,,com.sec.android.app.shealth,31.41,0.6703601,eef4bdbd-c491-4cbc-8117-b32845e80894,1,
309.0,0.1,0.8333333,0.0,64.0,"308 kcal, Per 145g",,fatsecret-4743896,145,550.0,1.2,8.94,2025-07-11 01:29:46.295,2024-04-19 00:08:20.261,1.984,28.11,3.592,19.166666,Turkey Sandwich,2.41,,10.2,308.0,sandwich,,u104vMWe/c,g,2.195,0.01,com.sec.android.app.shealth,26.7,0.4707792,567b9a78-9384-4491-b6e0-b3cfdc3cdcb8,1,
430.0,0.0,0.0,0.0,0.0,,,fatsecret-41013,28,125.0,2.0,6.0,2025-07-11 01:29:46.315,2025-05-13 04:48:11.679,3.5,2.0,1.5,2.2222223,40% Reduced Fat Kettle Cooked Potato Chips(Cape Cod),0.0,0.0,0.7692308,130.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,18.0,0.21538462,f71ef636-c841-471d-a69d-609e776152ac,1,
100.0,0.0,16.666666,0.0,0.0,,,fatsecret-52133390,12,60.0,,0.0,2025-07-11 01:30:08.058,2025-06-18 18:10:31.537,,0.0,,0.0,Sparkling Energy Strawberry Kiwi(V8),10.0,,0.0,50.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,12.0,,f09c321a-f70e-4b11-bc08-76975d2c011c,1,
298.0,3.06,5.3333335,10.0,88.0,,,fatsecret-7210873,240,367.0,2.1,20.66,2025-07-11 01:30:33.102,2025-07-11 01:30:33.102,5.866,24.67,1.884,11.777777,Baked Pasta,4.64,,29.5,403.0,cup,,u104vMWe/c,g,11.109,0.015,com.sec.android.app.shealth,29.49,0.5955335,5c7da043-951c-40aa-9ff8-e6a8e2e1aa5f,1,
86.0,0.0,0.0,0.0,0.0,"49 kcal, Per 175g",,fatsecret-2479597,177,11.0,0.0,1.42,2025-07-11 01:30:46.352,2024-12-18 16:17:48.325,0.04,0.38,0.004,0.6666667,Coffee with Cream and Sugar,8.51,0.0,0.6,50.0,coffee cup (6 fl oz),,u104vMWe/c,g,1.295,,com.sec.android.app.shealth,9.14,3.54,0f6b1aa9-a692-4bf9-ac38-d630be689cb8,1,
36.0,0.0,0.0,0.0,0.0,,,fatsecret-4747685,18,35.0,0.0,4.0,2025-07-11 01:33:46.182,2025-07-09 01:01:03.656,2.5,1.0,1.0,0.0,Artisan Rolled Wafers - Chocolate Hazelnut(Creme de Pirouline),13.0,7.0,0.3,90.0,serving,,u104vMWe/c,g,3.0,,com.sec.android.app.shealth,13.0,0.2,a0c9a896-6d9a-46f1-b4ff-e2c48d661f74,1,
,0.0,0.0,0.0,185.0,,,fatsecret-84662773,0,960.0,5.0,39.0,2025-07-12 01:37:14.647,2025-07-12 01:37:14.647,,27.0,,0.0,California Cobb Salad(California Pizza Kitchen),5.0,,0.0,510.0,serving,,u104vMWe/c,,9.0,0.0,com.sec.android.app.shealth,12.0,,e9eac02b-6e3f-4c2a-b4e9-598370726155,1,
112.0,0.56,13.500001,0.0,0.0,"30 kcal, Per 100g",,fatsecret-5491,100,1.0,0.4,0.15,2025-07-13 17:17:33.450,2024-08-08 04:13:09.807,0.037,0.61,0.05,1.3333334,Watermelon,6.2,,0.7,30.0,g,,u104vMWe/c,g,0.016,,com.sec.android.app.shealth,7.55,3.3333333,41877343-d53e-4a25-b478-5c09cd21a0e7,100,
500.0,0.0,100.0,0.0,0.0,"70.0 kcal, 1",,quickinput-e5dbca1c-4d03-4ce4-819e-4a7a03420219,1,120.0,2.0,0.0,2025-07-13 17:20:14.152,2025-07-13 17:19:44.351,0.0,0.0,0.0,0.0,Plezi,12.0,0.0,0.0,70.0,serving,,u104vMWe/c,120001,0.0,0.0,com.sec.android.app.shealth,15.0,1.0,9e3a06c7-50f4-4eef-b988-62d75c0e506b,1,
314.0,1.56,37.833332,0.0,0.0,,,fatsecret-1011843,280,0.0,1.0,0.0,2025-07-13 20:20:23.896,2025-07-13 20:20:23.896,,1.0,,3.7222223,Seedless Watermelon(Pure Heart),20.0,,2.0,80.0,serving,,u104vMWe/c,g,,,com.sec.android.app.shealth,21.0,3.5,f3c8055a-fe47-4464-9bb5-7f01b938a1c6,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-518955,500,0.0,0.0,0.0,2025-07-15 03:16:36.588,2025-07-15 03:16:36.588,0.0,0.0,0.0,0.0,Water (16.9 oz)(Aquafina),0.0,,0.0,0.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,0.0,,715eb206-82b3-4eac-9490-5211a1babf8e,1,
530.0,9.4,75.0,20.0,,,,fatsecret-16772485,12,20.0,,0.0,2025-07-12 23:30:54.765,2025-07-12 23:30:54.765,,0.0,,1.1111112,Peach Mango Lyte(BodyArmor),1.0,0.0,15.0,15.0,serving,,u104vMWe/c,oz,0.0,,com.sec.android.app.shealth,4.0,,182c9e83-dd97-4bf7-85bf-30a04778e93f,1,
,0.0,0.0,0.0,25.0,"250 kcal, Per 1 serving",,fatsecret-68753492,383,140.0,0.0,7.0,2025-07-15 01:00:30.380,2024-04-17 01:22:36.562,,7.0,,0.0,Frosted Lemonade w/ Diet Lemonade(Chick-Fil-A),48.0,,0.0,280.0,serving,,u104vMWe/c,ml,4.5,0.0,com.sec.android.app.shealth,50.0,1.532,c43599d6-dbc5-4955-99c2-d2221356904a,1,
,0.0,0.0,0.0,35.0,,,fatsecret-234814,354,220.0,0.0,7.0,2025-07-13 17:16:28.494,2025-07-13 17:16:13.374,,15.0,,0.0,Reduced Fat Strawberry Mmmmilk Milk(Shamrock Farms),42.0,,0.0,300.0,serving,,u104vMWe/c,ml,4.5,,com.sec.android.app.shealth,44.0,,f82f439d-4513-404d-9caa-8975b7843a48,1,
410.0,5.4,8.333333,0.0,40.0,,,fatsecret-43589160,128,800.0,1.0,16.0,2025-07-14 01:03:39.855,2025-07-14 01:03:39.855,,17.0,,15.0,Chicken Caesar Sandwich Wrap(Safeway),1.0,,19.0,310.0,serving,,u104vMWe/c,g,4.5,0.0,com.sec.android.app.shealth,25.0,0.41290322,c7883b8d-9fae-4ed5-acc5-e63893262f7d,1,
,0.0,0.0,0.0,5.0,,,fatsecret-71312097,0,590.0,1.0,6.0,2025-07-17 02:30:06.945,2025-07-17 02:30:06.945,,5.0,,0.0,Macaroni & Cheese(KFC),2.0,0.0,0.0,140.0,serving,,u104vMWe/c,,1.5,0.0,com.sec.android.app.shealth,17.0,,b0e3ac44-de61-463d-97cd-b806096b65ad,1,
,0.0,0.0,0.0,30.0,,,fatsecret-89900867,51,400.0,0.0,6.0,2025-07-17 02:30:06.946,2025-07-17 02:30:06.946,,11.0,,0.0,Original Recipe Tenders(KFC),0.0,0.0,0.0,170.0,serving,,u104vMWe/c,g,0.5,,com.sec.android.app.shealth,20.0,0.3,5b57fe4e-f988-4042-bbcd-ad4e52de9324,1,
0.0,2.76,0.0,75.0,0.0,,,fatsecret-39641330,503,0.0,0.0,0.0,2025-07-14 01:03:18.666,2025-07-14 01:03:18.666,0.0,0.0,0.0,0.0,Sparkling Ice - Orange Mango (Bottle)(Talking Rain),0.0,,0.0,5.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,0.0,,52e20fc2-c66c-47f1-9eb4-85ebe114c194,1,
,0.0,0.0,0.0,0.0,,,fatsecret-230101,28,140.0,0.0,3.0,2025-07-15 14:20:45.750,2025-07-14 17:28:51.424,,1.0,,0.0,French Vanilla Cappuccino Coffee(Community Coffee),18.0,,0.0,120.0,serving,,u104vMWe/c,g,1.0,,com.sec.android.app.shealth,22.0,0.23333333,0962d325-384b-413f-baa9-25ceccd87ca3,1,
,0.0,0.0,0.0,0.0,,,fatsecret-72052192,50,85.0,28.0,0.0,2025-07-14 02:03:15.768,2025-07-12 01:38:06.538,,0.0,,0.0,Watermelon Slices(Kiss My Keto),1.0,1.0,0.0,80.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,38.0,0.625,ac706b55-3307-4ce1-97df-d34ddb3d75be,1,
220.0,0.0,0.0,0.0,0.0,,,fatsecret-54694,28,250.0,1.0,3.5,2025-07-16 16:14:31.034,2025-07-16 16:14:31.034,1.0,2.0,2.0,1.6666667,Baked! Cheddar & Sour Cream Potato Crisps(Ruffles),2.0,1.0,1.0,120.0,serving,,u104vMWe/c,g,0.5,0.0,com.sec.android.app.shealth,21.0,0.23333333,7b71e0a5-3f0d-4be0-98bc-88c551a4a0b3,1,
,0.0,0.0,0.0,0.0,,,fatsecret-71312284,0,25.0,0.0,0.0,2025-07-17 02:30:41.858,2025-07-17 02:30:41.858,,0.0,,0.0,Capri Sun 100% Juice Fruit Punch(KFC),20.0,0.0,0.0,80.0,serving,,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,21.0,,869a3d4c-8795-4fdd-aa66-53f8b6390814,1,
340.0,0.0,0.0,0.0,20.0,,,fatsecret-103243648,0,95.0,1.0,12.0,2025-07-17 23:54:03.254,2025-07-17 23:54:03.254,,7.0,,2.7777777,McFlurry with M&M'S Candies - Mini(McDonald's),45.0,38.0,21.0,340.0,serving,,u104vMWe/c,,8.0,0.0,com.sec.android.app.shealth,51.0,,6f91402c-0f6a-40ee-8bd0-9d23b9428693,1,
,0.0,0.0,0.0,0.0,,,fatsecret-55320,0,520.0,1.0,4.5,2025-07-17 02:30:06.945,2025-07-17 02:30:06.945,,3.0,,0.0,Mashed Potatoes With Gravy(KFC),0.0,0.0,0.0,130.0,serving,,u104vMWe/c,,1.0,0.0,com.sec.android.app.shealth,20.0,,f8167e52-78d5-4d5a-b4fd-aa65f61341f6,1,
,0.0,0.0,0.0,10.0,,,fatsecret-59517,31,170.0,0.0,14.0,2026-01-14 16:01:22.497,2025-07-19 02:40:47.820,,0.0,,0.0,Chick-fil-A Sauce(Chick-fil-A),6.0,6.0,0.0,160.0,serving,,+NZu810/s3,g,2.0,0.0,com.sec.android.app.shealth,7.0,0.19375,82a6713a-15c3-4008-a70b-cae250133ec3,1,
,0.0,0.0,0.0,40.0,,,fatsecret-104058619,136,710.0,2.0,17.0,2025-07-19 02:40:47.820,2025-07-19 02:40:47.820,,12.0,,0.0,Mac & Cheese - Small(Chick-Fil-A),2.0,,0.0,270.0,serving,,u104vMWe/c,g,10.0,0.0,com.sec.android.app.shealth,17.0,0.5037037,17f09d88-fd5d-4f27-9867-0140b4c62d14,1,
180.0,0.0,0.0,0.0,35.0,,,fatsecret-603960,89,65.0,0.0,9.0,2025-07-19 02:58:49.157,2025-07-19 02:58:49.157,,3.0,,0.0,Vanilla Bean Ice Cream(Great Value),18.0,13.0,12.0,180.0,serving,,u104vMWe/c,g,6.0,0.0,com.sec.android.app.shealth,21.0,0.49444443,5bf93d02-ef39-452e-b251-4b90dbf46a55,1,
700.0,0.0,0.0,0.0,50.0,,,fatsecret-20122296,283,1020.0,3.0,25.0,2025-07-19 18:14:39.164,2025-06-21 18:29:39.213,,20.0,,11.666666,Classics Meat Lovers Lasagna(Stouffer's),6.0,1.0,22.0,450.0,serving,,u104vMWe/c,g,10.0,0.0,com.sec.android.app.shealth,37.0,0.6288889,ce417a28-c1f2-47c3-b542-4a5a19ad9f41,1,
370.0,0.0,121.666664,0.0,0.0,,,fatsecret-24256122,16,570.0,0.0,0.0,2025-07-20 00:41:12.326,2025-07-20 00:41:12.326,0.0,0.0,0.0,0.0,Hydration Multiplier(Liquid IV),11.0,11.0,0.0,50.0,serving,,u104vMWe/c,g,0.0,0.0,com.sec.android.app.shealth,12.0,0.32,d3509caa-3000-4530-9c21-0a4706aa687d,1,
8.0,0.0,0.0,0.0,30.0,,,fatsecret-37561607,177,500.0,1.0,18.0,2025-07-20 21:38:07.963,2025-07-20 21:38:07.963,,11.0,,33.333332,Santa Fe Style Salad(Giant Eagle),4.0,1.0,1.0,250.0,serving,,u104vMWe/c,g,4.5,0.0,com.sec.android.app.shealth,14.0,0.708,1eb81ef4-e9f0-42bb-a702-a511d330a2c2,1,
280.0,0.0,0.0,0.0,0.0,,,fatsecret-5915492,71,1260.0,2.0,12.0,2025-07-21 01:55:25.474,2025-07-21 01:55:25.474,,7.0,,16.11111,Cup Noodles Chicken Flavor(Nissin),2.0,0.0,0.0,320.0,serving,,u104vMWe/c,g,6.0,0.0,com.sec.android.app.shealth,46.0,0.221875,7bf7bb15-f5b6-467c-b5c1-c5182af7aac1,1,
,0.0,0.0,0.0,25.0,,,fatsecret-41834015,140,640.0,3.0,5.0,2025-07-21 21:22:24.183,2025-07-20 03:04:21.846,,11.0,,0.0,Mandu Bulgogi Chicken Dumplings(Bibigo),5.0,,0.0,210.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,32.0,0.6666667,03f4acea-e864-402b-a635-fd040814ea89,1,
35.0,0.0,0.0,0.0,0.0,,,fatsecret-3272,16,902.0,0.1,0.01,2025-07-21 21:22:24.198,2025-05-14 00:39:56.304,0.001,1.0,0.003,1.7222222,Soy Sauce,0.27,,0.3,8.0,tablespoon,,u104vMWe/c,g,0.001,,com.sec.android.app.shealth,1.22,2.0,abc22228-9f9c-4e87-97c3-7dc68c35495b,1,
30.0,0.0,0.0,0.0,0.0,,,fatsecret-1223361,30,270.0,1.0,8.0,2025-07-22 04:12:01.015,2025-07-06 19:07:13.600,2.0,3.0,3.5,5.5555553,Cheez-It Original Snack Crackers(Sunshine),0.0,0.0,3.0,150.0,serving,,u104vMWe/c,g,1.5,0.0,com.sec.android.app.shealth,18.0,0.2,90237271-1242-4365-903d-7987a39baa8c,1,
422.0,0.08,17.166666,0.0,0.0,,,fatsecret-5388,118,1.0,3.1,0.39,2026-01-09 17:50:34.022,2025-03-26 18:01:45.182,0.038,1.29,0.086,1.7222222,Banana,14.43,,0.6,105.0,medium (7" to 7-7/8" long),,+NZu810/s3,g,0.132,,com.sec.android.app.shealth,26.95,1.1238096,83907d10-38d7-4703-9fb6-e20dae34eb62,1,
60.0,0.0,0.0,0.0,0.0,,,fatsecret-12475439,500,230.0,0.0,0.0,2025-07-22 19:03:39.400,2025-07-22 19:03:39.400,,0.0,,0.0,Propel Zero - Berry (Bottle)(Gatorade),0.0,,0.0,0.0,serving,,u104vMWe/c,ml,,,com.sec.android.app.shealth,0.0,,c84e8730-309d-46eb-834b-692cd51f4ec0,1,
390.0,3.6,16.666666,50.0,0.0,,,fatsecret-6421900,8,55.0,0.0,0.0,2025-07-25 13:54:41.632,2025-07-25 13:54:41.632,,1.0,,2.2222223,V-Fusion Energy Orange Pineapple(V8),10.0,,3.0,90.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,21.0,,61f696fe-577e-4adb-ad3d-6c65e5cf6915,1,
126.0,2.1,0.0,0.0,104.0,,,fatsecret-5025,127,528.0,0.8,12.79,2025-07-25 13:55:13.112,2025-07-25 13:55:13.112,3.843,15.48,0.858,10.166667,Cheese Filled Manicotti,0.76,,26.2,272.0,manicotti,,u104vMWe/c,g,7.102,,com.sec.android.app.shealth,22.83,0.46691176,20229bcf-bc06-40a0-b8ae-f1c08e379089,1,
,0.0,0.0,0.0,25.0,,,fatsecret-69234365,57,520.0,1.0,32.0,2025-07-25 23:06:51.489,2025-07-25 23:06:51.489,,1.0,,0.0,Avocado Lime Ranch Dressing(Chick-Fil-A),2.0,,0.0,310.0,serving,,u104vMWe/c,g,5.0,0.0,com.sec.android.app.shealth,3.0,0.18387097,3e3b2ebb-9651-4c5c-8d9d-21b2ce6b064c,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-884557,0,0.0,0.0,0.0,2025-07-23 16:27:33.963,2025-07-23 16:27:33.963,0.0,0.0,0.0,0.0,Raspberry Hibiscus Tea(Culinary Circle),0.0,,0.0,0.0,serving,,u104vMWe/c,,0.0,0.0,com.sec.android.app.shealth,0.06,,0c59a816-2c82-4426-bbb7-c15b5d23b26a,1,
,0.0,0.0,0.0,130.0,,,fatsecret-68752654,142,660.0,0.0,4.5,2025-07-23 23:59:05.729,2025-07-19 02:40:47.820,,38.0,,0.0,12 Ct Grilled Nuggets(Chick-Fil-A),1.0,,0.0,200.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,2.0,0.71,3c4bc0b2-816c-45dc-b5c5-32f0c7927c43,1,
,0.0,0.0,0.0,10.0,,,fatsecret-68754070,28,220.0,0.0,15.0,2025-07-25 23:06:51.490,2025-07-25 23:06:51.490,,1.0,,0.0,Garden Herb Ranch Sauce(Chick-Fil-A),1.0,,0.0,140.0,serving,,u104vMWe/c,g,2.5,0.0,com.sec.android.app.shealth,1.0,0.2,14a65224-31f3-4ae6-8125-1594aa88a5e7,1,
,0.0,0.0,0.0,0.0,,,fatsecret-68996579,12,0.0,0.0,0.0,2025-07-27 03:05:02.520,2025-07-27 03:05:02.520,,0.0,,0.0,Angry Orchard - Crisp Apple - 12oz(Taco Bell),20.0,20.0,0.0,200.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,25.0,,534ccc83-872f-478a-9310-f226b2af8f57,1,
,0.0,0.0,0.0,110.0,,,fatsecret-68752677,231,1420.0,14.0,45.0,2025-07-25 23:06:51.489,2025-07-25 23:06:51.489,,43.0,,0.0,Chick-fil-A Cool Wrap(Chick-Fil-A),5.0,,0.0,660.0,serving,,u104vMWe/c,g,9.0,0.0,com.sec.android.app.shealth,32.0,0.35,2d554d16-ea53-4931-aacb-6a2d59a3db7f,1,
115.0,0.06,60.333332,0.0,0.0,,,fatsecret-35931,100,1.0,1.4,0.12,2025-07-27 23:08:55.076,2025-07-27 23:08:55.076,0.014,0.54,0.042,1.5555556,Pineapple,9.26,,1.3,48.0,g,,u104vMWe/c,g,0.009,,com.sec.android.app.shealth,12.63,2.0833333,e00e505e-c780-49ca-9145-edbfc859c538,100,
620.0,12.6,15.0,0.0,,,,fatsecret-41499029,16,10.0,,0.0,2025-07-28 02:33:16.884,2025-07-27 19:10:29.096,,0.0,,0.0,Berry Punch Lyte(BodyArmor),2.0,0.0,0.0,15.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,12.0,,51c758eb-045d-4b4c-bc4e-b9c4a955317e,1,
40.0,0.0,0.0,0.0,0.0,,,fatsecret-15513368,28,220.0,1.0,5.0,2025-07-28 02:33:16.895,2025-07-28 02:33:16.895,1.5,2.0,2.5,6.111111,Oven Baked Crunchy Cheese (28g)(Cheetos),1.0,,14.0,130.0,serving,,u104vMWe/c,g,0.5,0.0,com.sec.android.app.shealth,20.0,0.21538462,fcbdde7a-c60f-4ffb-9777-7a06063d015b,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-35897385,30,120.0,0.0,9.0,2025-07-28 02:33:16.895,2025-07-28 02:33:16.895,0.0,0.0,0.0,0.0,Cream Cheese(Violife),0.0,0.0,0.0,90.0,serving,,u104vMWe/c,g,8.0,0.0,com.sec.android.app.shealth,2.0,0.33333334,b8c86f72-85c4-472b-bb4f-3f3ca7df2d72,1,
0.0,0.06,0.0,15.0,0.0,,,fatsecret-1752231,240,0.0,0.0,0.0,2025-07-29 01:05:15.667,2025-07-29 01:05:15.667,,0.0,,0.0,Sparkling Ice - Black Raspberry(Talking Rain),0.0,,0.0,5.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,0.0,,5b12dd7e-a7e6-4513-82d4-54f87d531cce,1,
,0.0,0.0,0.0,0.0,,,fatsecret-44756003,59,5.0,0.0,0.0,2025-07-27 20:12:45.652,2025-07-24 01:14:17.429,,0.0,,0.0,Digestion Shot(Suja),4.0,0.0,0.0,20.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,5.0,,c92243ed-08ca-4e06-99b2-48354540ff95,1,
,0.0,0.0,0.0,25.0,,,fatsecret-28548929,2,200.0,1.0,11.0,2025-07-30 01:59:05.063,2025-03-08 04:59:53.649,,5.0,,0.0,Queso(Chipotle Mexican Grill),1.0,,0.0,120.0,serving,,u104vMWe/c,oz,5.0,0.0,com.sec.android.app.shealth,3.0,,bbcfc05f-c25e-4a4e-8674-8a332d2449ed,1,
460.0,0.0,0.0,25.0,15.0,,,fatsecret-19229904,9,110.0,6.0,4.0,2025-07-29 12:31:57.722,2025-07-29 12:31:57.722,,7.0,,0.5555556,Vanilla Draft Latte(La Colombe),11.0,7.0,27.0,130.0,serving,,u104vMWe/c,oz,2.5,0.0,com.sec.android.app.shealth,20.0,,90cabbcd-6562-421e-945f-1779c7115521,1,
,0.0,0.0,0.0,0.0,,,fatsecret-85297,20,80.0,0.0,0.0,2025-07-31 02:42:04.757,2025-07-31 02:42:04.757,,0.0,,0.0,Lemonade (20 oz)(Minute Maid),67.0,,0.0,260.0,serving,,u104vMWe/c,oz,,,com.sec.android.app.shealth,70.0,,28f4f6c4-0026-451f-838f-e05fabb00395,1,
,0.0,0.0,0.0,0.0,,,fatsecret-5641278,26,200.0,1.0,4.5,2025-07-29 01:05:40.762,2025-07-29 01:05:40.762,1.0,2.0,2.5,0.0,Baked! Cheetos Flamin Hot(Cheetos),0.0,,0.0,120.0,serving,,u104vMWe/c,g,0.5,0.0,com.sec.android.app.shealth,16.0,0.21666667,6ab74196-d862-480c-a84c-fd80f90e3c42,1,
,0.0,0.0,0.0,75.0,,,fatsecret-3373280,206,765.0,3.0,11.0,2025-07-29 12:32:20.888,2025-07-29 12:32:20.888,,28.0,,0.0,Grilled Chicken Sandwich(Chick-fil-A),11.0,,0.0,390.0,serving,,u104vMWe/c,g,2.5,0.0,com.sec.android.app.shealth,45.0,0.52820516,d2d1ae0b-bbc5-4a83-a1ac-95704bde1b67,1,
230.0,0.0,0.0,0.0,0.0,,,fatsecret-26947,1,220.0,1.0,3.0,2025-07-31 19:49:30.145,2025-07-17 19:22:57.001,0.5,2.0,1.5,0.0,Baked! Cheddar & Sour Cream Flavored Potato Crisps(Lay's),2.0,1.0,0.0,110.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,19.0,,55e7ac3d-f314-4208-b2a4-afb4a88b460e,1,
,0.0,0.0,0.0,0.0,,,fatsecret-71347257,22,10.0,0.0,0.0,2025-07-31 19:50:26.111,2025-07-31 19:50:26.111,,0.0,,0.0,Tractor Lemonade - 22 fl oz(Chipotle Mexican Grill),37.0,,0.0,170.0,serving,,u104vMWe/c,oz,0.0,0.0,com.sec.android.app.shealth,43.0,,b0ea3d71-98a9-4dad-8af0-69a7c3a30d55,1,
,0.0,0.0,0.0,,,,fatsecret-75991173,454,,,25.0,2025-08-01 22:23:18.504,2025-07-15 01:01:15.570,,57.0,,0.0,Chicken Salad Bowl(Chipotle Mexican Grill),,,0.0,590.0,serving,,u104vMWe/c,g,6.0,,com.sec.android.app.shealth,28.0,0.76949155,88082bf7-316c-43a2-af67-9985b9cb899c,1,
,0.0,0.0,0.0,0.0,,,fatsecret-71347590,2,190.0,3.0,11.0,2025-08-01 22:23:18.512,2025-08-01 22:23:18.512,,1.0,,0.0,Guacamole - Kids(Chipotle Mexican Grill),0.0,,0.0,110.0,serving,,u104vMWe/c,oz,1.5,0.0,com.sec.android.app.shealth,3.0,,31d73e2f-e04c-4260-9148-5935a6781275,1,
,0.0,0.0,0.0,0.0,,,fatsecret-34457223,50,0.0,,0.0,2025-08-02 01:11:48.943,2025-08-02 01:11:48.943,,0.0,,0.0,Digestion Probiotic Shot(So Good So You),4.0,,0.0,25.0,serving,,u104vMWe/c,ml,0.0,0.0,com.sec.android.app.shealth,6.0,,d85e2505-bed1-433a-993c-15e0ed442b1f,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-41938,42,140.0,2.0,7.0,2025-08-03 04:06:36.794,2025-08-01 22:22:41.915,,3.0,,6.0000005,Crunchy Granola Bars - Oats 'N Honey(Nature Valley),11.0,11.0,0.0,190.0,serving,,u104vMWe/c,g,1.0,0.0,com.sec.android.app.shealth,29.0,0.22105263,62cdec39-56dc-45a0-976b-538ba4e17280,1,
,0.0,0.0,0.0,30.0,,,fatsecret-10015914,0,1000.0,3.0,25.0,2025-08-04 03:43:34.468,2025-08-04 03:43:34.468,,14.0,,0.0,Baconator Fries(Wendy's),1.0,,0.0,450.0,serving,,u104vMWe/c,,8.0,0.097,com.sec.android.app.shealth,42.0,,1ab1ca12-ed7c-4925-a8bd-2ef3e2406df8,1,
,0.0,100.0,0.0,0.0,,,fatsecret-2190816,355,10.0,0.0,0.0,2025-08-03 04:06:49.022,2025-08-03 04:06:49.022,,0.0,,0.0,Sparkling Orange(Celsius),0.0,,5.0,10.0,serving,,u104vMWe/c,ml,,,com.sec.android.app.shealth,0.0,,0ac6216a-b440-42d1-b6ed-9a7a1f48dc4e,1,
